,Irradiance,Real_Power_PV,Reactive_Power_Total,Real_Power_Total,Reactive_Power_PV,Apparent_PF,Load_PF,IrradianceProxy
2015-10-19 00:19:00,0.0,-8430.494623173461,103364.41945759584,2274123.969564409,20239.17572801731,0.9990602215700712,0.9986342517795244,-0.12300000000000003
2015-10-19 00:20:00,0.0,-8448.822626115742,107272.19970398751,2292319.4476131448,20222.780545227517,0.998854781872659,0.9983933571049035,-0.12300000000000003
2015-10-19 00:21:00,0.0,-8440.027633719401,107060.01557347487,2279940.076028939,20236.223859169007,0.9992544076084591,0.9988715913163986,-0.12300000000000003
2015-10-19 00:22:00,0.0,-8441.774668987291,103802.2922081732,2278060.142073977,20233.164720850524,0.999299998957237,0.9989275180711714,-0.12300000000000003
2015-10-19 00:23:00,0.0,-8475.654605782354,96854.15588999075,2277605.733445856,20264.525302762544,0.9994409851554504,0.9991031121435083,-0.12300000000000003
2015-10-19 00:24:00,0.0,-8656.48960134498,88018.66813555607,2244808.709691125,20188.373833072816,0.999632269534491,0.9993470466148682,-0.12300000000000003
2015-10-19 00:25:00,0.0,-8472.32505328077,81364.17049379824,2252624.978292067,20246.005603259233,0.9994561560339453,0.9991185265150498,-0.12300000000000003
2015-10-19 00:26:00,0.0,-8482.745528622534,73627.54922293301,2219321.335715885,20220.88956466022,0.9997229603826865,0.9994661087314434,-0.12300000000000003
2015-10-19 00:27:00,0.0,-8471.630699760412,69042.93704238116,2231185.1546736313,20234.25059078238,0.9995564798587286,0.9992443871526759,-0.12300000000000003
2015-10-19 00:28:00,0.0,-8489.862179019401,64239.55186340993,2229266.5047648214,20258.127748811945,0.999667300187732,0.9993907188953708,-0.12300000000000003
2015-10-19 00:29:00,0.0,-8668.087280449228,61669.84715745484,2231891.3951024446,20181.222630135446,0.9996766594579396,0.999404938840421,-0.12300000000000003
