Time,DateUTC,SolarRadiationWatts/m^2
10/19/15 15:23,10/19/15 22:23,473.33
10/19/15 15:28,10/19/15 22:28,223.6
10/19/15 15:33,10/19/15 22:33,387.86
10/19/15 15:38,10/19/15 22:38,511.65
10/19/15 15:43,10/19/15 22:43,509.49
10/19/15 15:48,10/19/15 22:48,464.42
10/19/15 15:53,10/19/15 22:53,495.55
10/19/15 15:58,10/19/15 22:58,494.1
10/19/15 16:03,10/19/15 23:03,434.3
10/19/15 16:08,10/19/15 23:08,401.25
10/19/15 16:13,10/19/15 23:13,459.42
10/19/15 16:18,10/19/15 23:18,452.18
10/19/15 16:23,10/19/15 23:23,439.42
10/19/15 16:29,10/19/15 23:29,411.01
10/19/15 16:39,10/19/15 23:39,360
10/19/15 16:44,10/19/15 23:44,341.15
10/19/15 16:49,10/19/15 23:49,311.7
10/19/15 16:54,10/19/15 23:54,220.33
10/19/15 16:59,10/19/15 23:59,235.66
10/19/15 17:04,10/20/15 0:04,176.67
10/19/15 17:09,10/20/15 0:09,169.88
10/19/15 17:18,10/20/15 0:18,138.72
10/19/15 17:23,10/20/15 0:23,107.3
10/19/15 17:33,10/20/15 0:33,104.89
10/19/15 17:38,10/20/15 0:38,63.02
10/19/15 17:43,10/20/15 0:43,42.3
10/19/15 17:48,10/20/15 0:48,28.93
10/19/15 17:53,10/20/15 0:53,20.81
10/19/15 17:58,10/20/15 0:58,9.82
10/19/15 18:03,10/20/15 1:03,4.83
10/19/15 18:09,10/20/15 1:09,0.34
10/19/15 18:14,10/20/15 1:14,0
10/19/15 18:19,10/20/15 1:19,0
10/19/15 18:24,10/20/15 1:24,0
10/19/15 18:29,10/20/15 1:29,0
10/19/15 18:34,10/20/15 1:34,0
10/19/15 18:39,10/20/15 1:39,0
10/19/15 18:44,10/20/15 1:44,0
10/19/15 18:49,10/20/15 1:49,0
10/19/15 18:54,10/20/15 1:54,0
10/19/15 18:59,10/20/15 1:59,0
10/19/15 19:04,10/20/15 2:04,0
10/19/15 19:14,10/20/15 2:14,0
10/19/15 19:19,10/20/15 2:19,0
10/19/15 19:25,10/20/15 2:25,0
10/19/15 19:30,10/20/15 2:30,0
10/19/15 19:35,10/20/15 2:35,0
10/19/15 19:40,10/20/15 2:40,0
10/19/15 19:45,10/20/15 2:45,0
10/19/15 19:50,10/20/15 2:50,0
10/19/15 19:55,10/20/15 2:55,0
10/19/15 20:00,10/20/15 3:00,0
10/19/15 20:05,10/20/15 3:05,0
10/19/15 20:10,10/20/15 3:10,0
10/19/15 20:15,10/20/15 3:15,0
10/19/15 20:20,10/20/15 3:20,0
10/19/15 20:25,10/20/15 3:25,0
10/19/15 20:30,10/20/15 3:30,0
10/19/15 20:35,10/20/15 3:35,0
10/19/15 20:41,10/20/15 3:41,0
10/19/15 20:46,10/20/15 3:46,0
10/19/15 20:51,10/20/15 3:51,0
10/19/15 20:56,10/20/15 3:56,0
10/19/15 21:01,10/20/15 4:01,0
10/19/15 21:06,10/20/15 4:06,0
10/19/15 21:11,10/20/15 4:11,0
10/19/15 21:16,10/20/15 4:16,0
10/19/15 21:21,10/20/15 4:21,0
10/19/15 21:26,10/20/15 4:26,0
10/19/15 21:31,10/20/15 4:31,0
10/19/15 21:36,10/20/15 4:36,0
10/19/15 21:41,10/20/15 4:41,0
10/19/15 21:46,10/20/15 4:46,0
10/19/15 21:51,10/20/15 4:51,0
10/19/15 21:57,10/20/15 4:57,0
10/19/15 22:02,10/20/15 5:02,0
10/19/15 22:07,10/20/15 5:07,0
10/19/15 22:12,10/20/15 5:12,0
10/19/15 22:17,10/20/15 5:17,0
10/19/15 22:22,10/20/15 5:22,0
10/19/15 22:27,10/20/15 5:27,0
10/19/15 22:32,10/20/15 5:32,0
10/19/15 22:37,10/20/15 5:37,0
10/19/15 22:42,10/20/15 5:42,0
10/19/15 22:47,10/20/15 5:47,0
10/19/15 22:52,10/20/15 5:52,0
10/19/15 22:57,10/20/15 5:57,0
10/19/15 23:02,10/20/15 6:02,0
10/19/15 23:07,10/20/15 6:07,0
10/19/15 23:13,10/20/15 6:13,0
10/19/15 23:23,10/20/15 6:23,0
10/19/15 23:28,10/20/15 6:28,0
10/19/15 23:33,10/20/15 6:33,0
10/19/15 23:38,10/20/15 6:38,0
10/19/15 23:43,10/20/15 6:43,0
10/19/15 23:48,10/20/15 6:48,0
10/19/15 23:53,10/20/15 6:53,0
10/19/15 23:58,10/20/15 6:58,0
