Time,DateUTC,SolarRadiationWatts/m^2
10/21/15 4:17,10/21/15 11:17,0
10/21/15 4:22,10/21/15 11:22,0
10/21/15 4:27,10/21/15 11:27,0
10/21/15 4:32,10/21/15 11:32,0
10/21/15 4:37,10/21/15 11:37,0
10/21/15 4:47,10/21/15 11:47,0
10/21/15 4:52,10/21/15 11:52,0
10/21/15 4:57,10/21/15 11:57,0
10/21/15 5:02,10/21/15 12:02,0
10/21/15 5:08,10/21/15 12:08,0
10/21/15 5:13,10/21/15 12:13,0
10/21/15 5:18,10/21/15 12:18,0
10/21/15 5:23,10/21/15 12:23,0
10/21/15 5:28,10/21/15 12:28,0
10/21/15 5:33,10/21/15 12:33,0
10/21/15 5:43,10/21/15 12:43,0
10/21/15 5:48,10/21/15 12:48,0
10/21/15 5:53,10/21/15 12:53,0
10/21/15 5:58,10/21/15 12:58,0
10/21/15 6:03,10/21/15 13:03,0
10/21/15 6:08,10/21/15 13:08,0
10/21/15 6:13,10/21/15 13:13,0
10/21/15 6:18,10/21/15 13:18,0
10/21/15 6:24,10/21/15 13:24,0
10/21/15 6:29,10/21/15 13:29,0
10/21/15 6:34,10/21/15 13:34,0
10/21/15 6:39,10/21/15 13:39,0
10/21/15 6:44,10/21/15 13:44,0
10/21/15 6:54,10/21/15 13:54,0
10/21/15 6:59,10/21/15 13:59,0.21
10/21/15 7:04,10/21/15 14:04,5.34
10/21/15 7:09,10/21/15 14:09,17
10/21/15 7:14,10/21/15 14:14,24.29
10/21/15 7:19,10/21/15 14:19,31.09
10/21/15 7:24,10/21/15 14:24,37.39
10/21/15 7:29,10/21/15 14:29,43.3
10/21/15 7:34,10/21/15 14:34,49.38
10/21/15 7:40,10/21/15 14:40,54.35
10/21/15 7:45,10/21/15 14:45,59.1
10/21/15 7:50,10/21/15 14:50,63.13
10/21/15 7:55,10/21/15 14:55,67.5
10/21/15 8:00,10/21/15 15:00,70.98
10/21/15 8:05,10/21/15 15:05,75.51
10/21/15 8:10,10/21/15 15:10,79.59
10/21/15 8:15,10/21/15 15:15,81.78
10/21/15 8:20,10/21/15 15:20,84.23
10/21/15 8:25,10/21/15 15:25,87.79
10/21/15 8:30,10/21/15 15:30,93.1
10/21/15 8:35,10/21/15 15:35,97.03
10/21/15 8:40,10/21/15 15:40,103.15
10/21/15 8:45,10/21/15 15:45,108.57
10/21/15 8:50,10/21/15 15:50,115.17
10/21/15 8:56,10/21/15 15:56,121.81
10/21/15 9:01,10/21/15 16:01,128.49
10/21/15 9:06,10/21/15 16:06,136.05
10/21/15 9:11,10/21/15 16:11,143.36
10/21/15 9:16,10/21/15 16:16,150.63
10/21/15 9:21,10/21/15 16:21,158.61
10/21/15 9:26,10/21/15 16:26,166.55
10/21/15 9:31,10/21/15 16:31,176.75
10/21/15 9:36,10/21/15 16:36,185.84
10/21/15 9:41,10/21/15 16:41,196.26
10/21/15 9:46,10/21/15 16:46,207.61
10/21/15 9:51,10/21/15 16:51,217.07
10/21/15 9:56,10/21/15 16:56,225.34
10/21/15 10:01,10/21/15 17:01,235.06
10/21/15 10:06,10/21/15 17:06,243.56
10/21/15 10:12,10/21/15 17:12,252.87
10/21/15 10:17,10/21/15 17:17,262.73
10/21/15 10:22,10/21/15 17:22,270.97
10/21/15 10:32,10/21/15 17:32,291.45
10/21/15 10:37,10/21/15 17:37,299.42
10/21/15 10:42,10/21/15 17:42,309.59
10/21/15 10:47,10/21/15 17:47,320.08
10/21/15 10:52,10/21/15 17:52,329.21
10/21/15 10:58,10/21/15 17:58,339.86
10/21/15 11:08,10/21/15 18:08,360.7
10/21/15 11:13,10/21/15 18:13,371.42
10/21/15 11:18,10/21/15 18:18,381.59
10/21/15 11:23,10/21/15 18:23,392.27
10/21/15 11:28,10/21/15 18:28,402.81
10/21/15 11:33,10/21/15 18:33,414.12
10/21/15 11:38,10/21/15 18:38,423.91
10/21/15 11:44,10/21/15 18:44,437.12
10/21/15 11:49,10/21/15 18:49,444.43
10/21/15 11:54,10/21/15 18:54,455.63
10/21/15 11:59,10/21/15 18:59,467.43
10/21/15 12:04,10/21/15 19:04,479.74
10/21/15 12:09,10/21/15 19:09,491.65
10/21/15 12:14,10/21/15 19:14,502.11
10/21/15 12:19,10/21/15 19:19,513.39
10/21/15 12:24,10/21/15 19:24,523
10/21/15 12:29,10/21/15 19:29,532.2
10/21/15 12:34,10/21/15 19:34,542.47
10/21/15 12:39,10/21/15 19:39,553.67
10/21/15 12:44,10/21/15 19:44,559.13
10/21/15 12:49,10/21/15 19:49,567.51
10/21/15 12:54,10/21/15 19:54,573.3
10/21/15 13:00,10/21/15 20:00,578.64
10/21/15 13:05,10/21/15 20:05,584.02
10/21/15 13:10,10/21/15 20:10,589.21
10/21/15 13:15,10/21/15 20:15,589.51
10/21/15 13:20,10/21/15 20:20,594.44
10/21/15 13:25,10/21/15 20:25,595.63
10/21/15 13:30,10/21/15 20:30,597.22
10/21/15 13:35,10/21/15 20:35,599.19
10/21/15 13:40,10/21/15 20:40,600.86
10/21/15 13:45,10/21/15 20:45,600.9
10/21/15 13:50,10/21/15 20:50,599.9
10/21/15 13:55,10/21/15 20:55,599.9
10/21/15 14:00,10/21/15 21:00,602.42
10/21/15 14:05,10/21/15 21:05,603.98
10/21/15 14:10,10/21/15 21:10,604.98
10/21/15 14:16,10/21/15 21:16,607.87
10/21/15 14:21,10/21/15 21:21,610.39
10/21/15 14:26,10/21/15 21:26,608.13
10/21/15 14:31,10/21/15 21:31,610.02
10/21/15 14:36,10/21/15 21:36,606.46
10/21/15 14:41,10/21/15 21:41,605.98
10/21/15 14:46,10/21/15 21:46,595.63
10/21/15 14:51,10/21/15 21:51,603.9
10/21/15 14:56,10/21/15 21:56,596.85
10/21/15 15:01,10/21/15 22:01,597.11
10/21/15 15:06,10/21/15 22:06,593.14
10/21/15 15:11,10/21/15 22:11,590.1
10/21/15 15:16,10/21/15 22:16,582.46
10/21/15 15:21,10/21/15 22:21,576.34
10/21/15 15:26,10/21/15 22:26,275.2
10/21/15 15:32,10/21/15 22:32,571.15
10/21/15 15:37,10/21/15 22:37,569.14
10/21/15 15:47,10/21/15 22:47,495.36
10/21/15 15:52,10/21/15 22:52,504
10/21/15 15:57,10/21/15 22:57,486.24
10/21/15 16:02,10/21/15 23:02,488.35
10/21/15 16:07,10/21/15 23:07,477.67
10/21/15 16:12,10/21/15 23:12,429.11
10/21/15 16:17,10/21/15 23:17,429.15
10/21/15 16:22,10/21/15 23:22,404.55
10/21/15 16:27,10/21/15 23:27,398.95
10/21/15 16:32,10/21/15 23:32,388.75
10/21/15 16:37,10/21/15 23:37,357.29
10/21/15 16:42,10/21/15 23:42,373.17
10/21/15 16:48,10/21/15 23:48,356.99
10/21/15 16:53,10/21/15 23:53,289.7
10/21/15 16:58,10/21/15 23:58,283.43
10/21/15 17:03,10/22/15 0:03,242.07
10/21/15 17:08,10/22/15 0:08,189.06
10/21/15 17:13,10/22/15 0:13,185.87
10/21/15 17:18,10/22/15 0:18,175.67
10/21/15 17:23,10/22/15 0:23,90.57
10/21/15 17:28,10/22/15 0:28,73.58
10/21/15 17:33,10/22/15 0:33,109.64
10/21/15 17:38,10/22/15 0:38,103.93
10/21/15 17:43,10/22/15 0:43,93.51
10/21/15 17:48,10/22/15 0:48,57.06
10/21/15 17:53,10/22/15 0:53,36.5
10/21/15 17:58,10/22/15 0:58,21.42
10/21/15 18:04,10/22/15 1:04,8.58
10/21/15 18:09,10/22/15 1:09,2.42
10/21/15 18:14,10/22/15 1:14,0
10/21/15 18:19,10/22/15 1:19,0
10/21/15 18:24,10/22/15 1:24,0
10/21/15 18:29,10/22/15 1:29,0
10/21/15 18:34,10/22/15 1:34,0
10/21/15 18:39,10/22/15 1:39,0
10/21/15 18:44,10/22/15 1:44,0
10/21/15 18:49,10/22/15 1:49,0
10/21/15 18:54,10/22/15 1:54,0
10/21/15 18:59,10/22/15 1:59,0
10/21/15 19:04,10/22/15 2:04,0
10/21/15 19:09,10/22/15 2:09,0
10/21/15 19:14,10/22/15 2:14,0
10/21/15 19:25,10/22/15 2:25,0
10/21/15 19:30,10/22/15 2:30,0
10/21/15 19:35,10/22/15 2:35,0
10/21/15 19:40,10/22/15 2:40,0
10/21/15 19:45,10/22/15 2:45,0
10/21/15 19:50,10/22/15 2:50,0
10/21/15 19:55,10/22/15 2:55,0
10/21/15 20:00,10/22/15 3:00,0
10/21/15 20:05,10/22/15 3:05,0
10/21/15 20:10,10/22/15 3:10,0
10/21/15 20:15,10/22/15 3:15,0
10/21/15 20:20,10/22/15 3:20,0
10/21/15 20:25,10/22/15 3:25,0
10/21/15 20:30,10/22/15 3:30,0
10/21/15 20:36,10/22/15 3:36,0
10/21/15 20:41,10/22/15 3:41,0
10/21/15 20:46,10/22/15 3:46,0
10/21/15 20:51,10/22/15 3:51,0
10/21/15 21:02,10/22/15 4:02,0
10/21/15 21:13,10/22/15 4:13,0
10/21/15 21:25,10/22/15 4:25,0
10/21/15 21:45,10/22/15 4:45,0
10/21/15 21:51,10/22/15 4:51,0
10/21/15 21:56,10/22/15 4:56,0
10/21/15 22:01,10/22/15 5:01,0
10/21/15 22:07,10/22/15 5:07,0
10/21/15 22:12,10/22/15 5:12,0
10/21/15 22:17,10/22/15 5:17,0
10/21/15 22:23,10/22/15 5:23,0
10/21/15 22:28,10/22/15 5:28,0
10/21/15 22:39,10/22/15 5:39,0
10/21/15 22:44,10/22/15 5:44,0
10/21/15 22:49,10/22/15 5:49,0
10/21/15 22:55,10/22/15 5:55,0
10/21/15 23:05,10/22/15 6:05,0
10/21/15 23:11,10/22/15 6:11,0
10/21/15 23:16,10/22/15 6:16,0
10/21/15 23:21,10/22/15 6:21,0
10/21/15 23:27,10/22/15 6:27,0
10/21/15 23:32,10/22/15 6:32,0
10/21/15 23:37,10/22/15 6:37,0
10/21/15 23:43,10/22/15 6:43,0
10/21/15 23:48,10/22/15 6:48,0
10/21/15 23:53,10/22/15 6:53,0
10/21/15 23:59,10/22/15 6:59,0
